normalized_family,migration_action,source_path,target_path,route_family,evidence_source,handoff_candidate,raw_variant_count,reason
/glossary/mcp-file-storage-20,REDIRECT,/glossary/mcp-file-storage-20,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-alert-manager-68,REDIRECT,/glossary/mcp-alert-manager-68,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-function-orchestrator-53,REDIRECT,/glossary/mcp-function-orchestrator-53,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-dependency-check-107,REDIRECT,/glossary/mcp-dependency-check-107,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-metric-export-101,REDIRECT,/glossary/mcp-metric-export-101,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-block-storage-22,REDIRECT,/glossary/mcp-block-storage-22,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-serverless-func-52,REDIRECT,/glossary/mcp-serverless-func-52,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-data-validator-117,REDIRECT,/glossary/mcp-data-validator-117,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-key-value-store-26,REDIRECT,/glossary/mcp-key-value-store-26,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-database-service-23,REDIRECT,/glossary/mcp-database-service-23,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-soc-2,REDIRECT,/glossary/mcp-soc-2,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-udp-proxy-83,REDIRECT,/glossary/mcp-udp-proxy-83,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-file-watcher-75,REDIRECT,/glossary/mcp-file-watcher-75,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/glossary/mcp-iso-27001,REDIRECT,/glossary/mcp-iso-27001,/glossary/,glossary,handoff_redirect_map,yes,1,Glossary numeric-suffix consolidation: 92 handoff candidates (1:1 with gloss_numeric_bloat) all redirect to /glossary/. Includes the 2 semantic numeric terms /glossary/mcp-soc-2 and /glossary/mcp-iso-27001 (must be re-protected if redirected).
/mcp-server-directory,REDIRECT,/mcp-server-directory,/servers,directory,handoff_redirect_map,yes,1,"Legacy /mcp-server-directory consolidated to /servers. (Note: 3 /directory/* paths in GSC inventory — /directory/databases, /directory/devops, /directory/iot, /directory/monitoring — are NOT in the handoff and NOT in the ledger; they require separate EVIDENCE_REVIEW.)"
